Location,Zip Code,Gender,Language,Product Name,Payment Method,Clickstream Data,Search Query,Bounce Rate,Survey Response,Device Type,Browser Type,Operating System,COGS,Revenue Trend,Expense Breakdown,Region-wise Revenue Contribution,Customer ID,Transaction Date,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Awareness Stage,Consideration Stage,Intent Stage,Return Requests,Out of Stock Occurrences,Defective Complaints,Churn Reason,Product Price,Chargebacks,Number of Chargebacks,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_Location_City,Store_Location_Country,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,In_Store_Advertising_Effectiveness,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.3,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-15,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Berlin,USA,Gum,Low,In Stock,10,0.56,7,Soft Drinks,0.45,14.78,Low,1123,Low,1,Yes,1,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.51,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-07,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Berlin,USA,Snacks,Low,In Stock,2,0.83,2,Dairy,0.71,32.74,High,2728,Low,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.61,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-03,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,New York,Australia,Biscuits,Medium,In Stock,6,0.91,6,Bread,0.62,20.98,Low,3832,High,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.29,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-21,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Mumbai,Brazil,Snacks,Low,In Stock,4,0.06,6,Snacks,0.44,25.55,Medium,629,High,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.3,Negative,Tablet,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-17,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Sydney,India,Biscuits,Low,In Stock,7,0.9,3,Dairy,0.91,30.89,High,3182,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.42,Negative,Tablet,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-07,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Sydney,Brazil,Snacks,Medium,In Stock,10,0.59,10,Dairy,0.34,39.7,Medium,3194,Medium,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.49,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-02,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,New York,Australia,Candy,Medium,In Stock,2,0.84,2,Dairy,0.74,10.78,Medium,2130,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.22,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-23,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Mumbai,Germany,Snacks,Low,In Stock,4,0.12,6,Soft Drinks,0.9,39.13,Low,974,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.65,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-24,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,New York,USA,Gum,High,In Stock,7,0.08,8,Snacks,0.02,24.21,Medium,4485,Medium,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.49,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-08,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Berlin,Australia,Candy,High,In Stock,5,0.58,4,Bread,0.42,44.64,Medium,3301,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.48,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-11,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,New York,Germany,Chocolate,Medium,In Stock,3,0.94,9,Snacks,0.89,15.18,Low,4598,High,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.64,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-05,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Sydney,Germany,Chocolate,Low,In Stock,3,0.36,1,Soft Drinks,0.32,25.96,High,3833,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.64,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-11,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,London,USA,Candy,Low,In Stock,10,0.98,7,Bread,0.07,18.27,Low,2717,Medium,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.18,Negative,Tablet,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-25,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,London,Brazil,Gum,Low,In Stock,10,0.98,10,Bread,0.07,14.45,Medium,4752,High,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.19,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-09,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Mumbai,USA,Gum,Low,In Stock,2,0.53,4,Bread,0.93,29.4,Medium,633,Medium,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.56,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-19,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,Brazil,Gum,High,In Stock,6,0.48,5,Dairy,0.31,9.1,High,1177,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.67,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-06,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,Germany,Beverages,High,In Stock,7,0.86,7,Bread,0.76,37.84,Medium,4950,High,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.5,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-24,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Mumbai,Brazil,Candy,High,In Stock,6,0.9,9,Dairy,0.72,35.08,Medium,4493,Medium,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.35,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-17,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,Australia,Chocolate,Medium,In Stock,9,0.34,6,Snacks,0.1,27.46,Low,1774,Medium,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.51,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-02-10,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Mumbai,Germany,Chocolate,High,In Stock,10,0.23,4,Dairy,0.09,39.29,Medium,1333,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.24,Negative,Tablet,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-06,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,India,Beverages,Low,In Stock,10,0.55,4,Dairy,0.94,9.38,Low,3865,Low,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.7,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-19,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,London,India,Gum,Medium,In Stock,2,0.45,10,Snacks,0.89,42.59,Medium,1444,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.36,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-08,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,India,Chocolate,High,In Stock,4,0.36,2,Soft Drinks,0.95,7.26,Low,1340,Low,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.66,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-10,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,Brazil,Chocolate,Low,In Stock,9,0.67,6,Snacks,0.41,37.21,Low,1145,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.36,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-07,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Mumbai,Germany,Gum,High,In Stock,5,0.11,4,Soft Drinks,0.0,48.27,Low,4265,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.66,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-22,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,Brazil,Snacks,High,Out of Stock,10,0.39,1,Bread,0.24,33.19,Medium,2225,High,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.3,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-18,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,India,Beverages,Low,In Stock,8,0.68,6,Snacks,0.03,46.57,High,3833,High,0,No,1,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.56,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-30,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,London,USA,Beverages,Medium,In Stock,5,0.92,6,Bread,0.82,43.2,Low,3471,High,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.67,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-27,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Sydney,Australia,Chocolate,Low,In Stock,7,0.02,10,Snacks,0.16,36.39,High,4530,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.49,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-09-17,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,Australia,Snacks,High,In Stock,8,0.49,4,Bread,0.17,13.8,High,2691,High,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.51,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-01,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Sydney,Brazil,Biscuits,Low,In Stock,4,0.16,1,Soft Drinks,0.15,48.66,High,2700,Medium,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.16,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-03-01,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,New York,UK,Biscuits,High,In Stock,5,0.06,6,Dairy,0.27,13.1,Low,4439,Low,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.38,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-08,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,UK,Chocolate,High,In Stock,6,0.86,8,Soft Drinks,0.04,10.68,High,4800,Low,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.63,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-30,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Berlin,UK,Chocolate,Medium,In Stock,7,0.67,6,Soft Drinks,0.34,32.57,Low,4020,Low,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.24,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2025-01-03,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,New York,Germany,Snacks,Low,In Stock,9,0.44,9,Bread,0.3,31.45,Low,4887,Medium,0,No,1,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.57,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-10-28,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Berlin,UK,Biscuits,Medium,In Stock,9,0.12,5,Soft Drinks,0.04,15.2,Low,2709,High,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.51,Negative,Mobile,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-11-05,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,Mumbai,Australia,Snacks,Medium,In Stock,3,0.73,10,Dairy,1.0,35.41,High,4805,Low,0,No,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,54374,Other,English,Generic Product,UPI,Home > Chocolate > Dairy Milk,Snacks,0.23,Negative,Desktop,Safari,MacOS,55.33342417366634,86.95252370147568,3.949222109095413,15.809549763904666,5344,2024-12-26,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,2,2,2,4,1,0,Other,149.402795,1,0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,São Paulo,USA,Chocolate,Medium,In Stock,2,0.8,3,Snacks,0.5,45.77,Medium,4701,High,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
