Location,Product Name,Purchase History,Payment Method,Search Query,Survey Response,Device Type,Browser Type,Operating System,IP Address,Referral Source,Net Profit,Operating Expenses,Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Out of Stock Occurrences,Last Purchase Date,Product Price,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Order Shipment Time,Placement Time,Delivery Time,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Product_Bundling_Preferences,Discounted,Return_Rate,Channel,Churn_Risk
USA,Generic Product,Grocery,Credit Card,Gum,Negative,Tablet,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-13,0,1,1,1,2024-11-24,41.1,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10774,7,53,Berlin,Brazil,Express,0.5,Chocolate & Biscuits,False,29.69,Web,High
India,Generic Product,Electronics,UPI,Biscuits,Negative,Desktop,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-12-17,0,1,0,1,2024-09-21,49.78,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10350,5,90,Berlin,UK,Express,0.73,Beverages & Snacks,False,19.94,In-Store,High
Australia,Generic Product,Beauty,PayPal,Gum,Negative,Mobile,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-19,1,0,1,1,2024-09-10,37.72,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10443,5,88,New York,Brazil,Express,0.29,Chocolate & Biscuits,True,26.82,Web,High
Australia,Generic Product,Grocery,UPI,Snacks,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-05-17,1,0,1,1,2024-09-13,36.22,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10867,6,51,Sydney,UK,Express,0.65,Chocolate & Biscuits,True,29.7,Mobile App,High
Germany,Generic Product,Electronics,Cash on Delivery,Chocolate,Negative,Desktop,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-01-30,0,0,0,1,2025-02-01,24.44,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10029,5,48,London,UK,Standard,0.87,Candy & Gum,True,11.4,Web,High
Australia,Generic Product,Clothing,Debit Card,Candy,Negative,Tablet,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-01-22,0,0,0,1,2024-10-08,23.46,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10752,5,8,New York,India,Standard,0.71,Beverages & Snacks,False,15.18,Mobile App,High
Australia,Generic Product,Clothing,PayPal,Chocolate,Negative,Desktop,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-05-11,0,1,0,1,2025-01-07,39.8,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10861,10,38,São Paulo,UK,Express,0.93,Candy & Gum,True,8.87,In-Store,High
Brazil,Generic Product,Electronics,Cash on Delivery,Gum,Negative,Tablet,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-18,0,1,1,1,2024-12-16,48.19,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10929,4,99,Berlin,USA,Standard,0.16,Chocolate & Biscuits,True,27.89,Web,High
USA,Generic Product,Beauty,Credit Card,Gum,Negative,Desktop,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-12-19,1,0,0,1,2024-09-07,6.29,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10718,10,42,São Paulo,UK,Standard,0.96,Beverages & Snacks,False,6.65,In-Store,High
Australia,Generic Product,Grocery,Debit Card,Chocolate,Negative,Desktop,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-03-05,0,1,1,1,2025-02-07,27.35,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10063,2,34,London,Germany,Express,0.79,Beverages & Snacks,False,14.5,Web,High
USA,Generic Product,Clothing,Debit Card,Chocolate,Negative,Mobile,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-06-25,1,1,0,1,2025-01-06,37.89,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10175,1,40,Sydney,India,Express,0.87,Beverages & Snacks,False,15.01,In-Store,High
USA,Generic Product,Beauty,Cash on Delivery,Snacks,Negative,Mobile,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-09,1,1,0,1,2024-09-18,3.32,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10617,2,82,New York,Germany,Express,0.42,Candy & Gum,False,22.85,Mobile App,High
India,Generic Product,Clothing,Cash on Delivery,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-08-23,0,0,1,1,2025-01-04,21.61,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10234,7,91,São Paulo,USA,Express,0.25,Beverages & Snacks,True,4.41,Web,High
Germany,Generic Product,Grocery,Credit Card,Biscuits,Negative,Mobile,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-23,0,1,1,1,2024-11-23,47.13,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10784,1,90,London,UK,Express,0.85,Candy & Gum,False,19.77,Mobile App,High
Brazil,Generic Product,Electronics,Cash on Delivery,Gum,Negative,Tablet,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-03-31,1,0,0,1,2025-02-03,40.59,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10820,9,80,Sydney,Australia,Standard,0.31,Candy & Gum,False,22.65,In-Store,High
India,Generic Product,Clothing,Debit Card,Gum,Negative,Tablet,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-07-22,0,1,1,1,2024-11-30,31.99,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10202,4,39,Mumbai,India,Standard,0.71,Candy & Gum,True,15.85,Mobile App,High
Germany,Generic Product,Clothing,PayPal,Snacks,Negative,Desktop,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-12-10,0,1,0,1,2025-01-16,41.73,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10343,10,72,New York,Germany,Standard,0.45,Beverages & Snacks,False,20.47,In-Store,High
USA,Generic Product,Beauty,UPI,Gum,Negative,Tablet,Edge,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-01-31,1,1,0,1,2024-12-15,46.92,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10761,4,27,Mumbai,USA,Express,0.13,Beverages & Snacks,False,18.4,Web,High
Germany,Generic Product,Grocery,Credit Card,Biscuits,Negative,Mobile,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-23,0,1,1,1,2024-11-23,47.13,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10784,1,90,London,UK,Express,0.85,Candy & Gum,False,19.77,Mobile App,High
USA,Generic Product,Electronics,Cash on Delivery,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-03-15,1,0,1,1,2025-01-18,10.2,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10804,5,11,Berlin,USA,Standard,0.14,Beverages & Snacks,True,29.0,In-Store,High
USA,Generic Product,Grocery,Cash on Delivery,Candy,Negative,Desktop,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-04-19,0,0,1,1,2024-10-07,44.75,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10474,6,1,São Paulo,Brazil,Express,0.77,Beverages & Snacks,True,24.98,In-Store,High
Australia,Generic Product,Clothing,Credit Card,Candy,Negative,Desktop,Firefox,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-08-12,0,1,0,1,2024-09-30,27.88,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10589,1,14,São Paulo,Australia,Standard,0.82,Beverages & Snacks,False,15.17,In-Store,High
USA,Generic Product,Clothing,Debit Card,Chocolate,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-05-19,1,1,1,1,2024-11-21,39.93,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10138,9,87,Sydney,Germany,Express,0.8,Candy & Gum,True,2.39,In-Store,High
UK,Generic Product,Electronics,Debit Card,Snacks,Negative,Desktop,Edge,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-06-10,0,1,1,1,2024-10-23,15.91,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10160,8,78,London,UK,Express,0.47,Candy & Gum,False,11.23,Mobile App,High
Australia,Generic Product,Beauty,PayPal,Chocolate,Negative,Desktop,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-02-25,1,1,1,1,2025-01-08,49.92,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10055,2,6,Mumbai,USA,Express,0.67,Chocolate & Biscuits,True,5.46,In-Store,High
UK,Generic Product,Clothing,PayPal,Candy,Negative,Desktop,Edge,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-07-09,1,0,1,1,2025-02-18,2.95,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10555,4,90,Sydney,India,Standard,0.37,Beverages & Snacks,True,2.5,In-Store,High
UK,Generic Product,Beauty,Credit Card,Snacks,Negative,Mobile,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-27,1,0,0,1,2024-09-10,9.82,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10635,2,71,Mumbai,India,Express,0.91,Candy & Gum,False,3.1,Mobile App,High
UK,Generic Product,Electronics,Cash on Delivery,Chocolate,Negative,Tablet,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-04-04,0,0,1,1,2024-12-29,39.12,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10824,9,42,Sydney,Brazil,Express,0.89,Beverages & Snacks,True,23.16,In-Store,High
Australia,Generic Product,Beauty,Debit Card,Gum,Negative,Tablet,Edge,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-11-12,0,0,0,1,2024-09-23,39.02,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10315,8,38,Mumbai,Brazil,Standard,0.54,Beverages & Snacks,False,2.74,In-Store,High
Brazil,Generic Product,Beauty,PayPal,Candy,Negative,Tablet,Firefox,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-22,1,1,1,1,2024-10-17,23.88,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10933,1,98,São Paulo,USA,Standard,0.43,Beverages & Snacks,True,7.97,In-Store,High
Brazil,Generic Product,Beauty,Debit Card,Chocolate,Negative,Desktop,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-09-02,1,1,1,1,2024-11-09,33.47,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10244,8,52,Sydney,Germany,Express,0.82,Chocolate & Biscuits,False,29.02,Web,High
Brazil,Generic Product,Beauty,UPI,Gum,Negative,Tablet,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-08-05,0,0,0,1,2024-09-26,44.53,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10582,7,73,Sydney,Australia,Standard,0.39,Candy & Gum,True,19.09,In-Store,High
Germany,Generic Product,Beauty,PayPal,Gum,Negative,Mobile,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-07-02,1,0,0,1,2024-10-12,24.68,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10182,6,72,London,Australia,Express,0.88,Candy & Gum,True,27.27,In-Store,High
USA,Generic Product,Clothing,Cash on Delivery,Gum,Negative,Mobile,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-08-20,0,1,1,1,2024-12-19,39.22,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10231,3,9,London,India,Standard,0.99,Chocolate & Biscuits,True,29.08,Web,High
Germany,Generic Product,Clothing,PayPal,Gum,Negative,Mobile,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-31,1,1,1,1,2024-10-17,23.47,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10455,4,22,London,India,Standard,0.43,Candy & Gum,True,9.58,Mobile App,High
Brazil,Generic Product,Beauty,PayPal,Candy,Negative,Tablet,Firefox,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-22,1,1,1,1,2024-10-17,23.88,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10933,1,98,São Paulo,USA,Standard,0.43,Beverages & Snacks,True,7.97,In-Store,High
Brazil,Generic Product,Beauty,UPI,Gum,Negative,Tablet,Safari,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-05-16,0,1,1,1,2025-02-12,8.33,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10135,4,84,Sydney,Germany,Standard,0.08,Candy & Gum,True,20.5,Web,High
USA,Generic Product,Grocery,PayPal,Candy,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-01-13,1,0,0,1,2024-11-09,4.83,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10377,2,43,São Paulo,USA,Standard,0.87,Chocolate & Biscuits,False,26.27,Mobile App,High
UK,Generic Product,Clothing,Debit Card,Biscuits,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-06-30,0,1,1,1,2025-01-27,46.79,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10180,3,79,Mumbai,Australia,Standard,0.05,Candy & Gum,True,27.15,Web,High
Germany,Generic Product,Beauty,Credit Card,Biscuits,Negative,Desktop,Edge,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-29,0,0,1,1,2024-12-08,12.07,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10940,6,28,São Paulo,USA,Standard,0.36,Candy & Gum,False,8.22,Web,High
Brazil,Generic Product,Electronics,PayPal,Biscuits,Negative,Mobile,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-13,0,0,1,1,2024-11-23,27.88,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10437,10,24,London,India,Standard,0.25,Beverages & Snacks,True,21.1,Mobile App,High
